company_id,ruc,razon_social,sector,region,empleados,segmento,fecha_alta,ejecutivo_comercial,nps,csat,facturacion_total,facturacion_promedio,facturacion_maxima,dias_mora_promedio,deuda_total,trafico_total_gb,trafico_promedio_gb,ancho_banda_promedio,pico_maximo_mbps,cantidad_servicios,monto_mensual_promedio,sla_promedio,cantidad_tickets,tiempo_resolucion_promedio,tickets_escalados,cantidad_eventos,duracion_promedio_eventos,churn,risk_score
3233,20643476088,Academia Norte EIRL,Educaci�n,Trujillo,8145,SMB,2018-01-24,Ejecutivo_34,79,4.16,755824.28,31492.678333333333,59213.07,4.291666666666667,740001.19,227637.30000000002,9484.8875,379.3958333333333,1307.89,2,12596.34,99.9,5,24.8,0,22,35.0,0,46.13
3247,20492202881,Campos Sur SAC,Agroindustria,Lima,3842,SMB,2021-08-08,Ejecutivo_48,66,4.75,766231.9799999999,31926.332499999993,58025.2,4.208333333333333,557471.07,171188.08000000002,7132.836666666667,285.31333333333333,983.56,2,19619.170000000002,99.7,6,25.166666666666668,1,44,28.295454545454547,0,36.23
3249,20507324913,Telecom Pac�fico SAC,Telecomunicaciones,Tacna,933,Enterprise,2018-08-21,Ejecutivo_50,35,2.04,635431.2699999999,26476.302916666664,55007.15,23.708333333333332,496720.9099999999,126852.9,5285.537499999999,211.42166666666665,927.29,5,15248.189999999999,99.75,45,120.84444444444445,33,105,267.9047619047619,1,92.9
3258,20047412081,Log�stica Inca EIRL,Transporte,Huancayo,6582,SMB,2020-05-22,Ejecutivo_9,20,2.84,834113.89,34754.745416666665,58993.29,26.708333333333332,626865.19,148557.96000000002,6189.915000000001,247.59666666666666,1085.95,4,12846.8925,99.9375,37,130.59459459459458,23,154,235.88311688311688,1,91.92
3289,20421694353,Software Andes SAC,Tecnolog�a,Piura,9921,SMB,2016-04-30,Ejecutivo_40,54,4.1,660562.29,27523.428750000003,56413.7,4.333333333333333,662703.96,190707.29999999996,7946.137499999998,317.84583333333336,1095.71,2,20235.815,99.725,8,28.625,0,37,32.729729729729726,0,48.13
3291,20678864555,Medical Per� SAC,Salud,Huancayo,3812,Mid-Market,2024-02-11,Ejecutivo_42,51,4.29,847431.03,35309.62625,57084.59,4.75,652004.9999999999,196098.49999999997,8170.770833333332,326.8308333333334,1126.69,1,7127.81,99.5,24,24.541666666666668,1,22,26.727272727272727,0,49.49
3321,20018777953,Producci�n Andes EIRL,Manufactura,Piura,3904,SMB,2019-10-19,Ejecutivo_22,17,1.73,630082.21,26253.425416666665,59405.89,15.916666666666666,536986.39,67225.72,2801.0716666666667,112.04291666666667,491.42,5,8933.688,99.85,76,127.36842105263158,59,127,279.5748031496063,1,92.51
3328,20778189863,Producci�n Pac�fico EIRL,Manufactura,Lima,254,Mid-Market,2023-10-30,Ejecutivo_29,85,4.11,648145.3400000001,27006.055833333336,57724.33,5.0,596564.34,168977.86000000004,7040.744166666668,281.63,970.86,2,6967.785,99.725,9,30.22222222222222,0,53,26.32075471698113,0,11.97
3351,20002933132,Retail Capital EIRL,Retail,Lima,4258,SMB,2024-10-13,Ejecutivo_2,31,1.84,790329.45,32930.393749999996,58266.0,43.541666666666664,557421.2699999999,121972.65,5082.193749999999,203.28791666666675,891.61,4,13838.5975,99.925,54,124.61111111111111,34,179,250.0391061452514,1,80.68
3354,20176558922,Agroindustrial Capital EIRL,Agroindustria,Huancayo,5861,SMB,2024-09-28,Ejecutivo_5,56,4.4,760487.8899999999,31686.99541666666,57531.51,4.541666666666667,649899.18,131806.62000000002,5491.942500000001,219.67541666666668,757.3,1,9319.01,99.5,8,16.875,1,22,30.818181818181817,0,45.48
3363,20237438734,Agro Pac�fico SAC,Agroindustria,Arequipa,9116,Enterprise,2016-07-07,Ejecutivo_14,57,4.61,762081.8699999999,31753.411249999994,56583.2,4.791666666666667,515977.12999999995,182345.71999999997,7597.738333333332,303.90916666666664,1047.67,4,10013.017500000002,99.725,21,23.952380952380953,1,48,27.520833333333332,0,7.49
3373,20934424627,Comercial Pac�fico SAC,Retail,Cajamarca,3653,Mid-Market,2021-06-20,Ejecutivo_24,82,3.51,617194.39,25716.43291666667,58051.47,3.9583333333333335,437986.46,151220.75999999998,6300.864999999999,252.03458333333325,868.84,5,14657.117999999999,99.92999999999999,5,21.6,2,20,29.15,0,25.31
3393,20749316608,Comercial Pac�fico SAC,Retail,Arequipa,6741,Enterprise,2017-03-07,Ejecutivo_44,80,3.94,666719.05,27779.96041666667,52075.73,3.75,591983.9099999999,230324.83,9596.867916666666,383.8745833333334,1323.33,1,10448.41,99.9,12,20.25,2,42,27.095238095238095,0,22.4
3406,20315716042,Industrial Inca SAC,Manufactura,Cusco,6022,SMB,2020-12-12,Ejecutivo_7,86,4.75,530114.09,22088.087083333332,55387.52,5.0,632676.8600000001,71536.70999999999,2980.6962499999995,119.22833333333334,411.02,3,12268.88,99.93333333333334,7,22.571428571428573,0,34,29.558823529411764,0,13.28
3472,20256772503,Log�stica Andes SAC,Transporte,Tacna,3870,SMB,2017-05-08,Ejecutivo_23,81,3.72,680385.19,28349.382916666666,59807.31,4.333333333333333,584532.6100000001,50822.98,2117.624166666667,84.705,292.0,1,21300.68,99.5,24,21.583333333333332,0,20,33.85,0,15.02
3474,20573742142,Industrial Andes SAC,Manufactura,Ica,5248,Enterprise,2025-02-04,Ejecutivo_25,20,1.12,719814.5400000002,29992.272500000006,57770.98,35.0,664108.8200000001,39050.24,1627.0933333333332,65.08375,285.45,1,5456.06,99.95,77,136.58441558441558,47,144,271.34722222222223,1,79.66
3480,20694841232,Digital Capital EIRL,Tecnolog�a,Trujillo,7520,SMB,2019-05-26,Ejecutivo_31,52,3.75,768697.5800000001,32029.065833333338,59620.4,3.75,504510.4999999999,181006.19999999998,7541.924999999999,301.6766666666667,1039.97,5,14981.518,99.66999999999999,5,34.8,1,28,28.357142857142858,0,20.45
3503,20497683487,Comunicaciones Capital EIRL,Telecomunicaciones,Tacna,1252,Mid-Market,2023-01-06,Ejecutivo_4,59,4.31,661664.03,27569.334583333333,59782.54,5.0,577599.1699999998,108015.07999999999,4500.628333333333,180.025,620.6,2,11131.38,99.725,21,23.428571428571427,0,54,27.40740740740741,0,29.51
3527,20716491916,Academia Andes EIRL,Educaci�n,Trujillo,849,Mid-Market,2019-07-14,Ejecutivo_28,82,4.84,713222.95,29717.622916666664,59850.28,3.5833333333333335,652934.5499999999,228045.03999999998,9501.876666666665,380.075,1310.24,1,16046.95,99.9,13,19.076923076923077,2,56,29.142857142857142,0,25.51
3553,20694861754,Comunicaciones Capital SAC,Telecomunicaciones,Trujillo,4709,Mid-Market,2023-09-19,Ejecutivo_4,69,3.96,812723.4,33863.475,55254.6,4.875,594590.82,266746.06,11114.419166666667,444.57666666666677,1532.59,5,16311.296000000002,99.83000000000001,7,18.857142857142858,0,45,26.466666666666665,0,28.27
3561,20171500760,Constructora Pac�fico EIRL,Construcci�n,Cusco,1646,SMB,2018-01-20,Ejecutivo_12,88,4.47,804680.5300000001,33528.35541666667,57863.6,4.375,710045.41,227726.89000000004,9488.620416666668,379.5441666666666,1308.41,2,4290.015,99.92500000000001,18,24.333333333333332,2,40,29.075,0,38.12
3569,20206370355,Tech Capital EIRL,Tecnolog�a,Chiclayo,6791,Enterprise,2021-12-17,Ejecutivo_20,72,4.11,699578.5099999999,29149.10458333333,56244.36,4.791666666666667,589521.4000000001,227203.62999999998,9466.817916666665,378.6729166666667,1305.4,2,12089.835,99.7,8,31.625,0,51,33.21568627450981,0,19.23
3580,20725532052,Academia Capital SAC,Educaci�n,Lima,9916,SMB,2018-11-12,Ejecutivo_31,83,4.9,781028.0100000001,32542.833750000005,58297.56,4.75,630135.4600000001,55135.1,2297.295833333333,91.89166666666667,316.78,1,14611.75,99.5,18,22.88888888888889,1,40,28.675,0,12.43
3594,20896636805,Express Pac�fico EIRL,Transporte,Huancayo,1940,SMB,2020-11-08,Ejecutivo_45,71,3.56,674608.7099999998,28108.696249999994,55726.16,4.458333333333333,650936.42,130566.35,5440.264583333334,217.61000000000004,750.17,4,6089.4025,99.825,18,26.166666666666668,4,39,30.41025641025641,0,25.67
3610,20245866729,Cargo Pac�fico EIRL,Transporte,Cusco,7008,Mid-Market,2022-11-30,Ejecutivo_11,16,2.93,718589.24,29941.218333333334,58269.0,50.333333333333336,546434.49,63858.42,2660.7675,106.43041666666669,466.8,5,9596.634,99.84,52,136.5,30,102,249.19607843137254,1,96.85
3631,20024891055,Academia Norte EIRL,Educaci�n,Piura,1833,SMB,2019-11-22,Ejecutivo_32,55,4.47,750586.2100000001,31274.42541666667,53747.48,3.8333333333333335,738615.2600000001,135406.35,5641.931250000001,225.67791666666668,777.98,2,10437.35,99.725,11,22.90909090909091,0,55,32.89090909090909,0,54.99
3645,20002786499,Digital Per� SAC,Tecnolog�a,Arequipa,2221,Enterprise,2018-01-21,Ejecutivo_46,73,4.22,689804.91,28741.87125,56888.39,4.375,581832.0100000001,184929.44,7705.393333333333,308.2158333333333,1062.51,1,954.25,99.9,23,21.652173913043477,2,48,27.979166666666668,0,31.31
3650,20444941996,Agro Sur SAC,Agroindustria,Tacna,3649,Mid-Market,2017-11-14,Ejecutivo_1,27,1.09,823667.5199999999,34319.479999999996,59878.78,29.875,619333.9600000001,120751.37000000001,5031.307083333334,201.25249999999994,882.69,4,11869.519999999999,99.82499999999999,51,119.29411764705883,29,140,259.97857142857146,1,93.17
3654,20566196676,Agro Pac�fico EIRL,Agroindustria,Trujillo,2739,Mid-Market,2021-08-27,Ejecutivo_5,61,4.57,714644.7,29776.8625,59442.37,4.041666666666667,651599.6499999999,44282.59,1845.1079166666666,73.80416666666666,254.43,5,15922.428,99.76,7,25.571428571428573,0,57,32.59649122807018,0,58.72
3663,20996087496,Distribuidora Inca SAC,Retail,Ica,8272,Mid-Market,2020-10-08,Ejecutivo_14,75,3.83,709863.1399999999,29577.63083333333,59489.63,2.9583333333333335,617201.7099999998,200407.63,8350.317916666667,334.0125,1151.45,2,7471.275000000001,99.725,11,28.0,0,25,31.36,0,6.71
3681,20543448213,Campos Sur EIRL,Agroindustria,Trujillo,7902,SMB,2018-02-06,Ejecutivo_32,94,4.74,656787.04,27366.126666666667,54766.38,4.5,819908.9700000001,186357.73,7764.905416666667,310.59625,1070.72,1,16413.24,99.9,9,26.444444444444443,0,31,28.29032258064516,0,44.35
3682,20576941513,Tech Per� EIRL,Tecnolog�a,Tacna,7342,Enterprise,2020-03-14,Ejecutivo_33,99,4.42,803320.5200000001,33471.68833333334,57146.1,4.0,679368.3099999997,182775.45999999996,7615.644166666665,304.62583333333333,1050.14,5,9102.434,99.84,24,24.25,1,51,31.980392156862745,0,30.8
3713,20635333501,Cloud Norte SAC,Tecnolog�a,Piura,1060,Mid-Market,2023-07-22,Ejecutivo_14,97,3.58,782825.3799999999,32617.724166666663,58318.18,4.708333333333333,592755.3699999999,149487.2,6228.633333333334,249.14541666666665,858.88,2,2900.1899999999996,99.92500000000001,23,24.391304347826086,1,59,26.406779661016948,0,47.14
3715,20133209673,Finanzas Capital EIRL,Finanzas,Arequipa,3939,SMB,2016-02-10,Ejecutivo_16,98,4.97,654283.1999999998,27261.799999999992,59699.73,4.25,627563.6900000001,182056.84000000003,7585.701666666668,303.4279166666667,1046.01,3,7600.259999999999,99.8,22,22.40909090909091,3,38,29.31578947368421,0,41.74
3744,20962632732,Consulting Norte SAC,Finanzas,Chiclayo,9488,SMB,2024-05-06,Ejecutivo_45,59,3.63,748736.43,31197.351250000003,58889.34,4.541666666666667,662343.9099999999,133590.58000000002,5566.274166666667,222.65083333333328,767.55,5,8096.451999999999,99.75,16,28.875,1,25,34.68,0,9.87
3759,20813372278,Industrial Norte EIRL,Manufactura,Lima,993,Enterprise,2017-03-21,Ejecutivo_10,11,1.99,638394.15,26599.756250000002,59078.3,47.75,638584.8,116313.63999999997,4846.401666666666,193.85625000000002,850.25,2,3484.845,99.95,41,122.60975609756098,30,98,254.77551020408163,1,80.16
3760,20392588302,Educativa Pac�fico EIRL,Educaci�n,Lima,8309,Enterprise,2019-08-19,Ejecutivo_11,89,4.74,704872.35,29369.681249999998,57137.56,4.375,615385.3299999998,142789.79000000004,5949.574583333335,237.98333333333335,820.4,3,22379.746666666662,99.90000000000002,16,27.125,1,52,30.615384615384617,0,48.3
3784,20766024456,Obras Andes SAC,Construcci�n,Arequipa,5221,Mid-Market,2025-05-17,Ejecutivo_35,91,4.4,641036.78,26709.865833333333,55768.92,3.2916666666666665,686330.1499999999,253820.81,10575.867083333333,423.0349999999999,1458.33,4,10645.4475,99.7125,13,21.923076923076923,2,22,33.04545454545455,0,19.64
3790,20431213455,Agro Per� EIRL,Agroindustria,Cajamarca,9093,SMB,2021-05-11,Ejecutivo_41,92,4.84,727438.94,30309.95583333333,59472.85,3.625,494258.01,174701.77000000002,7279.240416666667,291.17,1003.75,2,8355.68,99.9,21,24.428571428571427,0,55,28.418181818181818,0,33.48
3832,20098020752,Consulting Capital EIRL,Finanzas,Trujillo,7951,Mid-Market,2017-10-01,Ejecutivo_33,53,4.21,843619.4200000002,35150.80916666667,59750.82,4.25,605938.7599999999,146164.76,6090.198333333334,243.60791666666663,839.79,3,18788.14,99.8,23,26.652173913043477,0,38,34.31578947368421,0,10.2
3839,20416643086,Tech Capital EIRL,Tecnolog�a,Ica,2074,Enterprise,2019-01-29,Ejecutivo_40,26,2.38,774790.3500000002,32282.93125000001,59693.64,24.041666666666668,576683.5499999999,50890.15,2120.422916666667,84.81666666666666,372.0,3,13910.62,99.76666666666667,52,131.1346153846154,33,148,248.9189189189189,1,85.54
3868,20692175171,Academia Capital SAC,Educaci�n,Huancayo,3094,SMB,2021-03-22,Ejecutivo_19,80,3.73,670135.22,27922.30083333333,55402.04,4.625,646689.6900000002,127777.69999999998,5324.070833333332,212.96499999999995,734.15,5,11109.04,99.76,17,25.647058823529413,0,23,27.82608695652174,0,2.73
3870,20648784138,Finanzas Inca EIRL,Finanzas,Trujillo,3205,Mid-Market,2018-11-25,Ejecutivo_21,81,4.39,618685.8600000001,25778.577500000003,57079.65,5.5,587239.24,134492.55000000002,5603.856250000001,224.155,772.73,4,13041.6475,99.825,16,29.4375,0,24,29.458333333333332,0,6.91
3871,20607833594,Salud Andes EIRL,Salud,Cusco,3664,Mid-Market,2023-04-14,Ejecutivo_22,89,4.5,683097.84,28462.41,59121.06,4.0,745610.7699999999,238943.59,9955.982916666666,398.24000000000007,1372.85,5,12977.655999999999,99.75999999999999,17,29.823529411764707,1,59,30.220338983050848,0,35.22
3892,20720080570,Academia Pac�fico SAC,Educaci�n,Cusco,2325,Enterprise,2025-02-28,Ejecutivo_43,59,4.35,846995.49,35291.47875,59284.25,4.333333333333333,534672.4900000001,113864.04,4744.335,189.77291666666665,654.21,5,11872.958000000002,99.66,12,23.833333333333332,1,33,30.575757575757574,0,23.42
3942,20385223590,Medical Norte SAC,Salud,Piura,8238,SMB,2019-04-29,Ejecutivo_43,55,3.55,824443.3099999998,34351.80458333332,56229.74,4.416666666666667,693495.58,214447.65,8935.31875,357.41291666666666,1232.11,3,14897.613333333335,99.8,7,25.571428571428573,1,21,24.0,0,35.41
3959,20942118749,Comercial Pac�fico EIRL,Retail,Huancayo,6769,Enterprise,2017-06-28,Ejecutivo_10,98,4.86,752548.2199999999,31356.175833333327,58683.69,4.916666666666667,605130.7399999999,163555.82,6814.825833333333,272.59291666666667,939.71,4,10974.005000000001,99.80000000000001,23,27.08695652173913,3,29,31.96551724137931,0,19.26
3972,20543450266,Agroindustrial Norte SAC,Agroindustria,Piura,5137,Mid-Market,2020-05-05,Ejecutivo_23,84,4.65,784366.53,32681.93875,58597.24,5.208333333333333,600296.29,47243.82,1968.4925,78.73958333333333,271.44,4,6712.145,99.7125,13,26.923076923076923,1,20,28.7,0,39.19
3974,20243067779,Log�stica Sur EIRL,Transporte,Cajamarca,9641,SMB,2016-05-07,Ejecutivo_25,57,4.21,806575.94,33607.33083333333,58464.86,5.041666666666667,742198.02,56319.450000000004,2346.64375,93.86583333333334,323.58,1,2601.4,99.95,5,17.0,0,58,27.344827586206897,0,46.97
4013,20648517827,Cargo Sur SAC,Transporte,Chiclayo,6067,Enterprise,2018-07-23,Ejecutivo_14,82,3.73,600783.1400000001,25032.63083333334,55973.65,3.375,716523.9299999999,44059.310000000005,1835.8045833333335,73.4325,253.14,4,11201.970000000001,99.7125,16,29.125,0,54,29.333333333333332,0,42.82
4051,20536096439,Educativa Per� SAC,Educaci�n,Chiclayo,1905,Enterprise,2016-08-21,Ejecutivo_2,69,3.59,687079.9,28628.329166666666,59256.99,4.0,783631.4600000001,149336.6,6222.358333333334,248.89416666666662,858.02,5,11238.088,99.84,7,14.857142857142858,1,51,30.58823529411765,0,28.58
4079,20559227702,Producci�n Inca SAC,Manufactura,Tacna,9138,Mid-Market,2023-10-08,Ejecutivo_30,3,1.1,865807.8299999998,36075.32624999999,58342.31,45.166666666666664,616884.82,19767.92,823.6633333333333,32.94583333333333,144.5,4,19565.059999999998,99.8125,30,124.0,16,127,259.48818897637796,1,84.84
4122,20340833783,Producci�n Norte SAC,Manufactura,Ica,9230,SMB,2024-10-10,Ejecutivo_23,86,3.94,891523.77,37146.82375,59244.1,5.166666666666667,572047.8500000001,150741.61,6280.900416666666,251.2366666666667,866.09,1,6473.87,99.5,23,28.782608695652176,1,57,31.07017543859649,0,22.07
4176,20177334307,Agro Capital EIRL,Agroindustria,Piura,4578,Enterprise,2022-05-21,Ejecutivo_27,53,3.74,633804.5499999999,26408.522916666665,52612.86,5.666666666666667,608491.65,109502.53000000001,4562.605416666667,182.50416666666663,629.15,3,12504.216666666667,99.93333333333334,10,26.5,0,21,30.523809523809526,0,1.07
4210,20054151909,Industrial Pac�fico EIRL,Manufactura,Trujillo,2300,Enterprise,2020-04-09,Ejecutivo_11,59,4.33,623658.2,25985.75833333333,54637.12,4.458333333333333,592194.1100000001,87347.94,3639.4975,145.57958333333332,501.86,4,9827.3525,99.925,11,18.454545454545453,1,58,29.603448275862068,0,50.21
4211,20707960616,Manufactura Capital EIRL,Manufactura,Cajamarca,7468,Enterprise,2019-09-07,Ejecutivo_12,99,3.55,829413.21,34558.88375,59538.69,4.875,536412.06,31469.760000000002,1311.24,52.449583333333344,180.81,3,11629.103333333333,99.64999999999999,17,26.0,2,52,29.826923076923077,0,29.48
4256,20506748252,Log�stica Inca SAC,Transporte,Trujillo,3148,Mid-Market,2021-07-06,Ejecutivo_7,55,4.73,676321.9800000002,28180.082500000008,58243.77,4.791666666666667,593755.6400000001,42051.680000000015,1752.1533333333339,70.08583333333333,241.61,1,4131.62,99.95,10,17.5,1,47,34.361702127659576,0,35.02
4323,20416493311,Networks Pac�fico EIRL,Telecomunicaciones,Chiclayo,5503,SMB,2020-12-24,Ejecutivo_24,53,4.44,715230.9999999999,29801.29166666666,56534.99,4.583333333333333,585526.28,258232.5,10759.6875,430.3900000000001,1483.68,3,19271.39,99.93333333333334,15,25.533333333333335,0,59,29.949152542372882,0,10.8
4330,20507666069,Systems Per� SAC,Tecnolog�a,Huancayo,427,Enterprise,2020-06-04,Ejecutivo_31,86,4.18,731239.3100000002,30468.30458333334,57440.99,4.625,645937.5900000002,182253.81,7593.90875,303.7566666666667,1047.14,3,13945.093333333332,99.64999999999999,7,31.714285714285715,0,47,35.61702127659574,0,53.47
4332,20741412404,Medical Inca EIRL,Salud,Piura,3566,Mid-Market,2018-09-22,Ejecutivo_33,73,3.61,785010.2699999998,32708.761249999992,59860.47,5.0,445224.95000000007,31013.36,1292.2233333333334,51.68916666666667,178.19,5,7978.687999999999,99.83000000000001,6,15.0,1,36,31.5,0,56.8
4338,20281665177,Obras Andes SAC,Construcci�n,Cusco,8359,Enterprise,2016-03-02,Ejecutivo_39,51,3.65,572195.74,23841.489166666666,59083.09,4.708333333333333,535995.1500000001,139395.73,5808.155416666667,232.32624999999993,800.9,2,14543.24,99.725,9,26.11111111111111,0,40,28.9,0,21.2
4352,20732031066,Producci�n Sur SAC,Manufactura,Chiclayo,2201,Enterprise,2022-06-07,Ejecutivo_3,28,2.16,809607.2200000001,33733.63416666667,59853.87,26.333333333333332,708408.05,63513.31,2646.3879166666666,105.85541666666667,464.28,5,16218.408,99.84,31,136.03225806451613,29,151,271.65562913907286,1,76.47
4369,20065868623,Obras Pac�fico EIRL,Construcci�n,Tacna,3540,Mid-Market,2022-06-09,Ejecutivo_20,50,4.65,783408.24,32642.01,59943.06,4.083333333333333,704640.4099999998,263422.97,10975.957083333333,439.0379166666666,1513.5,5,13712.658,99.75,24,23.708333333333332,0,40,30.875,0,32.94
4370,20717121999,Academia Sur EIRL,Educaci�n,Cajamarca,3403,Enterprise,2022-08-02,Ejecutivo_21,81,4.16,714661.69,29777.570416666666,57115.07,4.125,532809.19,141473.12999999998,5894.713749999999,235.78833333333333,812.84,2,15478.654999999999,99.7,9,18.11111111111111,0,40,32.75,0,59.09
4401,20922445565,Inversiones Norte SAC,Finanzas,Arequipa,614,Enterprise,2017-05-24,Ejecutivo_2,95,4.04,707485.82,29478.575833333332,57545.93,5.083333333333333,575464.8700000001,125426.01999999999,5226.0841666666665,209.0433333333333,720.64,1,24657.63,99.5,8,23.0,1,46,30.956521739130434,0,42.49
4422,20438578180,Finanzas Per� EIRL,Finanzas,Tacna,1352,Enterprise,2018-12-06,Ejecutivo_23,96,3.57,809601.3500000001,33733.38958333334,56009.23,4.5,559004.3700000001,67805.58,2825.2325,113.00874999999998,389.58,4,9042.887499999999,99.9125,9,22.22222222222222,0,38,28.36842105263158,0,17.34
4437,20533752015,Agro Pac�fico EIRL,Agroindustria,Arequipa,926,Mid-Market,2022-07-22,Ejecutivo_38,84,3.97,702053.06,29252.210833333334,56615.89,4.875,644042.7400000001,107567.02,4481.9591666666665,179.27874999999997,618.03,5,14112.210000000001,99.83000000000001,13,26.0,0,35,32.25714285714286,0,50.91
4455,20638367665,Finanzas Andes EIRL,Finanzas,Trujillo,7838,SMB,2023-10-22,Ejecutivo_6,6,1.78,858666.0999999999,35777.75416666666,59186.96,44.791666666666664,694016.72,41885.119999999995,1745.2133333333331,69.80875,306.18,2,11137.545,99.9,34,121.08823529411765,21,157,264.18471337579615,1,99.28
4465,20115913268,Manufactura Norte SAC,Manufactura,Ica,7115,SMB,2018-10-02,Ejecutivo_16,3,1.14,638374.0700000001,26598.919583333336,54623.79,22.875,698636.2999999999,36530.38,1522.0991666666666,60.88375000000001,267.03,2,9050.16,99.7,56,138.26785714285714,43,124,261.1290322580645,1,78.18
4493,20990349131,Inversiones Andes SAC,Finanzas,Huancayo,745,Enterprise,2021-12-18,Ejecutivo_44,67,3.75,809598.5000000001,33733.270833333336,59915.35,4.208333333333333,596973.6799999998,266916.4,11121.516666666668,444.8612499999999,1533.57,2,11221.365,99.5,5,26.0,1,26,30.807692307692307,0,31.69
4510,20129207223,Cl�nica Sur EIRL,Salud,Piura,4618,Enterprise,2018-10-23,Ejecutivo_11,56,4.42,780642.28,32526.76166666667,59268.96,4.5,629398.5800000001,177298.99,7387.457916666666,295.49666666666667,1018.67,1,12107.02,99.5,7,29.0,0,54,29.944444444444443,0,45.29
4518,20432719298,Market Per� EIRL,Retail,Trujillo,750,SMB,2023-03-17,Ejecutivo_19,58,3.71,776719.7100000001,32363.321250000005,59111.86,3.5416666666666665,601379.21,161358.94000000003,6723.289166666668,268.9320833333333,927.09,1,13667.08,99.95,15,29.0,0,58,29.724137931034484,0,21.0
4529,20477051047,Agro Capital SAC,Agroindustria,Huancayo,6951,Enterprise,2016-12-19,Ejecutivo_30,6,1.75,718348.3300000001,29931.18041666667,56561.37,19.75,558102.7999999999,33418.29,1392.42875,55.69708333333333,244.29,4,11406.522500000001,99.8125,45,134.37777777777777,30,95,249.0,1,78.43
4588,20906609478,Campos Norte SAC,Agroindustria,Arequipa,5844,Enterprise,2020-03-02,Ejecutivo_39,56,4.19,840628.8799999999,35026.20333333333,57427.31,4.666666666666667,608996.03,49657.56000000001,2069.0650000000005,82.76291666666667,285.31,2,14108.210000000001,99.7,14,23.285714285714285,0,25,27.4,0,55.54
4594,20032260734,Finanzas Norte SAC,Finanzas,Cajamarca,4180,Enterprise,2021-09-15,Ejecutivo_45,76,4.5,661003.6199999999,27541.817499999994,59422.6,5.791666666666667,557669.8100000002,115658.95999999999,4819.123333333333,192.76500000000001,664.52,3,6542.096666666667,99.78333333333335,22,25.272727272727273,0,45,28.822222222222223,0,51.71
4661,20465545123,Producci�n Pac�fico SAC,Manufactura,Cajamarca,3316,SMB,2023-10-25,Ejecutivo_12,54,4.35,830135.1000000001,34588.9625,59658.34,4.583333333333333,561045.7899999999,214016.85000000003,8917.368750000001,356.69458333333336,1229.64,5,14138.491999999998,99.76,14,21.857142857142858,0,49,31.591836734693878,0,46.49
4674,20079117292,Manufactura Per� EIRL,Manufactura,Tacna,5768,Enterprise,2021-08-06,Ejecutivo_25,79,4.15,797101.6900000001,33212.57041666667,59857.15,4.041666666666667,510533.88,224612.23999999996,9358.843333333332,374.35375,1290.51,3,18887.02666666667,99.91666666666667,14,25.5,0,31,32.516129032258064,0,40.57
4689,20209252109,Educativa Norte SAC,Educaci�n,Ica,4933,Mid-Market,2023-08-27,Ejecutivo_40,18,1.62,595917.8300000001,24829.909583333338,58269.11,33.75,577694.7799999999,34269.61,1427.9004166666666,57.11583333333332,250.51,5,12940.243999999999,99.82000000000001,70,130.9142857142857,47,105,264.3904761904762,1,70.9
4695,20920851512,Learning Norte EIRL,Educaci�n,Cajamarca,3710,SMB,2018-02-08,Ejecutivo_46,97,3.88,590130.59,24588.774583333332,59555.18,4.833333333333333,552945.2199999999,144978.03,6040.75125,241.63000000000002,832.97,2,6893.264999999999,99.92500000000001,22,22.818181818181817,2,58,33.89655172413793,0,1.9
4697,20364873725,Industrial Pac�fico SAC,Manufactura,Cusco,3215,Mid-Market,2022-09-11,Ejecutivo_48,76,4.09,673302.7,28054.279166666664,56905.86,4.75,636930.83,237270.22000000006,9886.259166666669,395.45,1363.24,1,6573.65,99.95,13,26.615384615384617,1,48,25.0625,0,9.74
4734,20168807018,Digital Andes SAC,Tecnolog�a,Piura,1521,Enterprise,2021-08-05,Ejecutivo_35,50,4.12,697592.6699999999,29066.361249999998,59601.23,3.875,596878.3300000001,94954.16000000002,3956.423333333334,158.25625000000002,545.56,5,13849.168,99.84,14,21.857142857142858,1,43,33.16279069767442,0,23.88
4771,20689801065,Agro Capital EIRL,Agroindustria,Chiclayo,6022,SMB,2023-08-07,Ejecutivo_22,92,4.01,754825.0499999999,31451.043749999997,57556.88,3.75,526196.72,251122.82999999996,10463.451249999998,418.5379166666666,1442.83,5,15372.588,99.83,20,19.95,1,45,27.866666666666667,0,40.85
4781,20637164361,Comunicaciones Norte EIRL,Telecomunicaciones,Lima,7488,Enterprise,2025-07-13,Ejecutivo_32,86,3.78,614357.4600000001,25598.227500000005,59822.59,4.041666666666667,525664.9900000001,75157.96,3131.581666666667,125.26291666666667,431.82,2,9121.86,99.95,23,25.043478260869566,0,44,29.772727272727273,0,49.4
4819,20691948670,Digital Norte SAC,Tecnolog�a,Arequipa,6192,Mid-Market,2022-01-15,Ejecutivo_20,71,4.11,675723.8499999999,28155.160416666662,59448.77,5.375,519626.95000000007,120494.64999999997,5020.6104166666655,200.82416666666666,692.3,2,14100.265,99.7,17,23.529411764705884,2,30,29.833333333333332,0,1.24
4822,20584230227,Cloud Inca SAC,Tecnolog�a,Arequipa,1774,Enterprise,2019-02-01,Ejecutivo_23,63,4.42,624755.6799999999,26031.486666666664,59043.83,3.8333333333333335,719282.3899999999,87012.01999999999,3625.500833333333,145.01999999999998,499.93,3,17787.72,99.78333333333335,19,27.157894736842106,1,40,33.25,0,0.45
